Site Key,Pre Install File,Post Install File,Software Version,Sat,Tran,Freq,Polar,SigType,CodRate,Pre Install Signal Margin,Post Install Signal Margin,Pre Install C/N,Post Install C/N,Pre Install Es/No,Post Install Es/No,Pre Install Eb/No,Post Install Eb/No,Pre Install Lock,Post Install Lock,DnLink,Pre Install FreqErr,Post Install FreqErr,Baud,Pre Limit,Pre Limit Color Code,Pre Limit Margin,Post Limit,Post Limit Color Code,Post Limit Margin,Delta C/N Pre & Post,LNB Model,LNB Service,LNB System,Pre LnbI,Pre LnbV,Post LnbI,Post LnbV,Region,Pre Install Date,Post Install Date,Pre Install Time,Post Install Time,Limit Table
100500,G14-V-PRE-100500.spop,., 1.64,G14,Tr 14,1169.94,Vertical,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,3980.06,0.0,.,30000,.,.,.,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:24:05,.,.
100500,G14-V-PRE-100500.spop,., 1.64,G14,Tr 16,1129.972,Vertical,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,4020.03,0.0,.,30000,.,.,.,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:24:05,.,.
100500,G14-V-PRE-100500.spop,., 1.64,G14,Tr 18,1089.972,Vertical,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,4060.03,0.0,.,32700,.,.,.,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:24:05,.,.
100500,G14-V-PRE-100500.spop,., 1.64,G14,Tr 20,1049.928,Vertical,DC2,.,.,.,.,.,.,.,.,.,0,.,4100.07,0.0,.,29270,.,.,.,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:24:05,.,.
100500,G14-V-PRE-100500.spop,., 1.64,G14,Tr 24,969.952,Vertical,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,4180.05,0.0,.,30000,.,.,.,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:24:05,.,.
100500,G17-V-PRE-100500.spop,., 1.64,G17,Tr 2,1409.9479999999999,Vertical,DVB-S2 8PSK,R3/4,9.3,.,15.9,.,17.2,.,14.3,.,1,.,3740.05,-0.01,.,31250,Pass,Green,5.8,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:27:09,.,ModCod
100500,G17-V-PRE-100500.spop,., 1.64,G17,Tr 4,1369.9160000000002,Vertical,DC2,R3/4,11.1,.,16.7,.,18.0,.,16.8,.,1,.,3780.08,0.02,.,29270,Pass,Green,7.6,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:27:09,.,ModCod
100500,G17-V-PRE-100500.spop,., 1.64,G17,Tr 6,1329.9160000000002,Vertical,DVB-S QPSK,.,.,.,.,.,.,.,.,.,0,.,3820.08,0.0,.,30000,.,.,.,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:27:09,.,.
100500,G17-V-PRE-100500.spop,., 1.64,G17,Tr 8,1289.932,Vertical,DVB-S2 8PSK,R3/4,7.2,.,13.8,.,15.1,.,12.2,.,1,.,3860.07,0.02,.,31248,Pass,Green,3.7,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:27:09,.,ModCod
100500,G17-V-PRE-100500.spop,., 1.64,G17,Tr I5B1,1224.996,Vertical,DVB-S2 8PSK,R2/3,10.7,.,16.3,.,17.6,.,15.2,.,1,.,3925.0,-0.03,.,4250,Pass,Green,7.2,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:27:09,.,ModCod
100500,G17-V-PRE-100500.spop,., 1.64,G17,Tr D6A1,1219.556,Vertical,DVB-S QPSK,R3/4,7.4,.,13.0,.,14.3,.,13.1,.,1,.,3930.44,-0.03,.,3255,Pass,Green,3.9,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:27:09,.,ModCod
100500,G17-V-PRE-100500.spop,., 1.64,G17,Tr I5C1,1215.588,Vertical,DVB-S QPSK,R7/8,6.2,.,13.4,.,14.7,.,12.9,.,1,.,3934.41,-0.02,.,2478,Pass,Green,2.7,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:27:09,.,ModCod
100500,G17-V-PRE-100500.spop,., 1.64,G17,Tr D6B1,1203.004,Vertical,DVB-S2 8PSK,R5/6,6.5,.,14.6,.,15.9,.,12.6,.,1,.,3947.0,-0.04,.,18333,Pass,Green,3.0,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:27:09,.,ModCod
100500,G17-V-PRE-100500.spop,., 1.64,G17,Tr I5D1,1184.464,Vertical,DVB-S2 8PSK,R3/4,5.7,.,12.3,.,13.6,.,10.7,.,1,.,3965.54,-0.0,.,5600,Pass,Green,2.2,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:27:09,.,ModCod
100500,G17-V-PRE-100500.spop,., 1.64,G17,Tr 16,1129.944,Vertical,DVB-S2 8PSK,R3/4,8.0,.,14.6,.,15.9,.,13.0,.,1,.,4020.06,0.02,.,31247,Pass,Green,4.5,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:27:09,.,ModCod
100500,G17-V-PRE-100500.spop,., 1.64,G17,Tr G3B1,1083.964,Vertical,DVB-S2 8PSK,R5/6,7.7,.,15.8,.,17.1,.,13.8,.,1,.,4066.04,0.01,.,6052,Pass,Green,4.2,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:27:09,.,ModCod
100500,G17-V-PRE-100500.spop,., 1.64,G17,Tr 18,1073.932,Vertical,DVB-S QPSK,R3/4,10.0,.,15.6,.,16.9,.,15.7,.,1,.,4076.07,0.03,.,3000,Pass,Green,6.5,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:27:09,.,ModCod
100500,G17-V-PRE-100500.spop,., 1.64,G17,Tr 20,1049.952,Vertical,DVB-S2 8PSK,R5/6,6.1,.,14.2,.,15.5,.,12.2,.,1,.,4100.05,0.01,.,30000,Pass,Green,2.6,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:27:09,.,ModCod
100500,G17-V-PRE-100500.spop,., 1.64,G17,Tr 22,1009.96,Vertical,DVB-S2 8PSK,R3/4,8.3,.,14.9,.,16.2,.,13.3,.,1,.,4140.04,0.01,.,31250,Pass,Green,4.8,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:27:09,.,ModCod
100500,G17-V-PRE-100500.spop,., 1.64,G17,Tr 24,969.952,Vertical,DVB-S2 8PSK,R5/6,7.8,.,15.9,.,17.2,.,13.9,.,1,.,4180.05,0.03,.,30000,Pass,Green,4.3,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:27:09,.,ModCod
100500,AMC11-H-PRE-100500.spop,., 1.64,AMC11,Tr 8,1290.0,Horizontal,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,3860.0,0.0,.,30000,.,.,.,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:12:06,.,.
100500,AMC11-H-PRE-100500.spop,., 1.64,AMC11,Tr 12,1210.0,Horizontal,DVB-S2 8PSK,R2/3,8.7,.,14.3,.,15.6,.,13.2,.,1,.,3940.0,-0.04,.,30000,Pass,Green,5.2,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:12:06,.,ModCod
100500,AMC11-H-PRE-100500.spop,., 1.64,AMC11,Tr 20,1050.0,Horizontal,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,4100.0,0.0,.,30000,.,.,.,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:12:06,.,.
100500,AMC11-H-PRE-100500.spop,., 1.64,AMC11,Tr 24,970.0,Horizontal,DVB-S2 8PSK,R5/6,6.3,.,14.4,.,15.7,.,12.4,.,1,.,4180.0,-0.02,.,30000,Pass,Green,2.8,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:12:06,.,SLF
100500,G14-H-PRE-100500.spop,., 1.64,G14,Tr 1,1430.0320000000002,Horizontal,DVB-S QPSK,R3/4,12.1,.,17.7,.,19.0,.,17.8,.,1,.,3719.97,-0.09,.,26667,Pass,Green,8.6,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:21:26,.,ModCod
100500,G14-H-PRE-100500.spop,., 1.64,G14,Tr 3,1389.9360000000001,Horizontal,DVB-S QPSK,R3/4,11.2,.,16.8,.,18.1,.,16.9,.,1,.,3760.06,-0.01,.,19886,Pass,Green,7.7,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:21:26,.,ModCod
100500,G14-H-PRE-100500.spop,., 1.64,G14,Tr 5,1359.9720000000002,Horizontal,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,3790.03,0.0,.,13200,.,.,.,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:21:26,.,.
100500,G14-H-PRE-100500.spop,., 1.64,G14,Tr 7,1309.9360000000001,Horizontal,DVB-S2 8PSK,R5/6,7.3,.,15.4,.,16.7,.,13.4,.,1,.,3840.06,0.03,.,30000,Pass,Green,3.8,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:21:26,.,ModCod
100500,G14-H-PRE-100500.spop,., 1.64,G14,Tr 9,1269.9360000000001,Horizontal,DVB-S2 8PSK,R5/6,7.9,.,16.0,.,17.3,.,14.0,.,1,.,3880.06,0.03,.,30000,Pass,Green,4.4,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:21:26,.,ModCod
100500,G14-H-PRE-100500.spop,., 1.64,G14,Tr 11,1229.992,Horizontal,DC2,R3/4,10.2,.,15.8,.,17.1,.,15.9,.,1,.,3920.01,-0.04,.,29264,Pass,Green,6.7,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:21:26,.,ModCod
100500,G14-H-PRE-100500.spop,., 1.64,G14,Tr 13,1189.924,Horizontal,DVB-S QPSK,R3/4,11.4,.,17.0,.,18.3,.,17.1,.,1,.,3960.08,0.03,.,29270,Pass,Green,7.9,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:21:26,.,ModCod
100500,G14-H-PRE-100500.spop,., 1.64,G14,Tr 15,1149.972,Horizontal,DVB-S2 8PSK,R5/6,7.9,.,16.0,.,17.3,.,14.0,.,1,.,4000.03,0.0,.,30000,Pass,Green,4.4,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:21:26,.,ModCod
100500,G14-H-PRE-100500.spop,., 1.64,G14,Tr 17,1109.944,Horizontal,DVB-S2 8PSK,R3/4,9.5,.,16.1,.,17.4,.,14.5,.,1,.,4040.06,0.03,.,30000,Pass,Green,6.0,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:21:26,.,ModCod
100500,G14-H-PRE-100500.spop,., 1.64,G14,Tr 19,1069.968,Horizontal,DVB-S2 8PSK,R5/6,9.4,.,17.5,.,18.8,.,15.5,.,1,.,4080.03,0.01,.,30000,Pass,Green,5.9,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:21:26,.,ModCod
100500,G14-H-PRE-100500.spop,., 1.64,G14,Tr 21,1029.964,Horizontal,DVB-S2 8PSK,R3/4,8.3,.,14.9,.,16.2,.,13.3,.,1,.,4120.04,0.01,.,30000,Pass,Green,4.8,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:21:26,.,ModCod
100500,G14-H-PRE-100500.spop,., 1.64,G14,Tr 23,989.9639999999999,Horizontal,DVB-S2 8PSK,R3/4,7.5,.,14.1,.,15.4,.,12.5,.,1,.,4160.04,0.01,.,30000,Pass,Green,4.0,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:21:26,.,ModCod
100500,SES1-V-PRE-100500.spop,., 1.64,SES1,Tr D9B1,1446.004,Vertical,DVB-S QPSK,R5/6,5.8,.,12.4,.,13.7,.,12.1,.,1,.,3704.0,-0.07,.,2734,Pass,Green,2.3,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:29:58,.,ModCod
100500,SES1-V-PRE-100500.spop,., 1.64,SES1,Tr D9C1,1442.0079999999998,Vertical,DVB-S QPSK,R5/6,5.4,.,12.0,.,13.3,.,11.7,.,1,.,3707.99,-0.07,.,2734,Pass,Green,1.9,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:29:58,.,ModCod
100500,SES1-V-PRE-100500.spop,., 1.64,SES1,Tr I5A1,1433.96,Vertical,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,3716.04,0.0,.,4775,.,.,.,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:29:58,.,.
100500,SES1-V-PRE-100500.spop,., 1.64,SES1,Tr D6A1,1425.004,Vertical,DVB-S QPSK,R5/6,6.3,.,12.9,.,14.2,.,12.6,.,1,.,3725.0,-0.07,.,10000,Pass,Green,2.8,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:29:58,.,ModCod
100500,SES1-V-PRE-100500.spop,., 1.64,SES1,Tr H9A1,1417.0079999999998,Vertical,DVB-S QPSK,R5/6,7.3,.,13.9,.,15.2,.,13.6,.,1,.,3732.99,-0.07,.,2734,Pass,Green,3.8,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:29:58,.,ModCod
100500,SES1-V-PRE-100500.spop,., 1.64,SES1,Tr D9D1,1416.976,Vertical,DVB-S QPSK,R5/6,7.3,.,13.9,.,15.2,.,13.6,.,1,.,3733.02,-0.04,.,2734,Pass,Green,3.8,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:29:58,.,ModCod
100500,SES1-V-PRE-100500.spop,., 1.64,SES1,Tr D9E1,1401.976,Vertical,DVB-S QPSK,R5/6,4.9,.,11.5,.,12.8,.,11.2,.,1,.,3748.02,-0.04,.,2734,Pass,Green,1.4,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:29:58,.,ModCod
100500,SES1-V-PRE-100500.spop,., 1.64,SES1,Tr D9F1,1385.308,Vertical,DVB-S QPSK,R5/6,3.8,.,10.4,.,11.7,.,10.1,.,1,.,3764.69,-0.07,.,2734,Pass,Green,0.3,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:29:58,.,ModCod
100500,SES1-V-PRE-100500.spop,., 1.64,SES1,Tr 3,1377.164,Vertical,DVB-S QPSK,R3/4,10.9,.,16.5,.,17.8,.,16.6,.,1,.,3772.84,0.03,.,4444,Pass,Green,7.4,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:29:58,.,ModCod
100500,SES1-V-PRE-100500.spop,., 1.64,SES1,Tr 7,1310.0,Vertical,DVB-S2 8PSK,R5/6,4.5,.,12.6,.,13.9,.,10.6,.,1,.,3840.0,-0.04,.,30000,Pass,Green,1.0,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:29:58,.,ModCod
100500,SES1-V-PRE-100500.spop,., 1.64,SES1,Tr 9,1270.0,Vertical,DVB-S2 8PSK,R5/6,3.5,.,11.6,.,12.9,.,9.6,.,1,.,3880.0,-0.04,.,30000,.,.,0.0,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:29:58,.,ModCod
100500,SES1-V-PRE-100500.spop,., 1.64,SES1,Tr 11,1230.0,Vertical,DVB-S2 8PSK,R5/6,4.1,.,12.2,.,13.5,.,10.2,.,1,.,3920.0,-0.03,.,30000,Pass,Green,0.6,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:29:58,.,SLF
100500,SES1-V-PRE-100500.spop,., 1.64,SES1,Tr 17A,1120.0,Vertical,DVB-S QPSK,R7/8,4.8,.,12.0,.,13.3,.,11.5,.,1,.,4030.0,-0.45,.,12400,Pass,Green,1.3,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:29:58,.,SLF
100500,SES1-V-PRE-100500.spop,., 1.64,SES1,Tr 17B,1102.0,Vertical,DVB-S2 8PSK,R5/6,4.7,.,12.8,.,14.1,.,10.8,.,1,.,4048.0,-0.43,.,15800,Pass,Green,1.2,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:29:58,.,SLF
100500,SES1-V-PRE-100500.spop,., 1.64,SES1,Tr 19,1070.0,Vertical,DVB-S2 8PSK,R5/6,5.2,.,13.3,.,14.6,.,11.3,.,1,.,4080.0,-0.03,.,30000,Pass,Green,1.7,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:29:58,.,SLF
100500,AMC11-V-PRE-100500.spop,., 1.64,AMC11,Tr 19A,1075.0,Vertical,DC2,.,.,.,.,.,.,.,.,.,0,.,4075.0,0.0,.,19510,.,.,.,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:14:49,.,.
100500,AMC11-V-PRE-100500.spop,., 1.64,AMC11,Tr 19B,1058.0,Vertical,DC2,.,.,.,.,.,.,.,.,.,0,.,4092.0,0.0,.,9760,.,.,.,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:14:49,.,.
100500,AMC11-V-PRE-100500.spop,., 1.64,AMC11,Tr 23,990.0,Vertical,DVB-S2 8PSK,R5/6,5.5,.,13.6,.,14.9,.,11.6,.,1,.,4160.0,-0.02,.,30000,Pass,Green,2.0,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:14:49,.,SLF
100500,G17-H-PRE-100500.spop,., 1.64,G17,Tr A8A1,1434.476,Horizontal,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,3715.52,0.0,.,21600,.,.,.,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:25:42,.,.
100500,G17-H-PRE-100500.spop,., 1.64,G17,Tr 3,1399.068,Horizontal,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,3750.93,0.0,.,14410,.,.,.,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:25:42,.,.
100500,G17-H-PRE-100500.spop,., 1.64,G17,Tr H9A1,1376.476,Horizontal,DVB-S QPSK,.,.,.,.,.,.,.,.,.,0,.,3773.52,0.0,.,6620,.,.,.,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:25:42,.,.
100500,G17-H-PRE-100500.spop,., 1.64,G17,Tr 7,1310.032,Horizontal,DVB-S QPSK,R7/8,8.9,.,16.1,.,17.4,.,15.6,.,1,.,3839.97,-0.09,.,29270,Pass,Green,5.4,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:25:42,.,ModCod
100500,G17-H-PRE-100500.spop,., 1.64,G17,Tr A8C1,1269.968,Horizontal,DVB-S2 8PSK,R5/6,6.6,.,14.7,.,16.0,.,12.7,.,1,.,3880.03,-0.01,.,30000,Pass,Green,3.1,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:25:42,.,ModCod
100500,G17-H-PRE-100500.spop,., 1.64,G17,Tr 17,1109.944,Horizontal,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,4040.06,0.0,.,31247,.,.,.,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:25:42,.,.
100500,G17-H-PRE-100500.spop,., 1.64,G17,Tr 23,989.96,Horizontal,DVB-S2 8PSK,R3/4,8.5,.,15.1,.,16.4,.,13.5,.,1,.,4160.04,0.01,.,31250,Pass,Green,5.0,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:25:42,.,ModCod
100500,G13-V-PRE-100500.spop,., 1.64,G13,Tr 3,1390.056,Vertical,DVB-S QPSK,R3/4,10.3,.,15.9,.,17.2,.,16.0,.,1,.,3759.94,-0.14,.,28075,Pass,Green,6.8,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:36:10,.,ModCod
100500,G13-V-PRE-100500.spop,., 1.64,G13,Tr 9,1269.952,Vertical,DVB-S2 8PSK,R8/9,7.4,.,16.5,.,17.8,.,14.2,.,1,.,3880.05,-0.01,.,30000,Pass,Green,3.9,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:36:10,.,ModCod
100500,G13-V-PRE-100500.spop,., 1.64,G13,Tr 11,1229.972,Vertical,DVB-S QPSK,R3/4,11.6,.,17.2,.,18.5,.,17.3,.,1,.,3920.03,-0.05,.,28068,Pass,Green,8.1,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:36:10,.,ModCod
100500,G13-V-PRE-100500.spop,., 1.64,G13,Tr 13,1189.9560000000001,Vertical,DVB-S2 8PSK,R5/6,7.8,.,15.9,.,17.2,.,13.9,.,1,.,3960.04,-0.01,.,30000,Pass,Green,4.3,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:36:10,.,ModCod
100500,G13-V-PRE-100500.spop,., 1.64,G13,Tr 15,1149.944,Vertical,DVB-S2 8PSK,R8/9,7.3,.,16.4,.,17.7,.,14.1,.,1,.,4000.06,-0.0,.,30000,Pass,Green,3.8,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:36:10,.,ModCod
100500,G13-V-PRE-100500.spop,., 1.64,G13,Tr 19,1069.928,Vertical,DVB-S QPSK,R3/4,10.4,.,16.0,.,17.3,.,16.1,.,1,.,4080.07,-0.01,.,28076,Pass,Green,6.9,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:36:10,.,ModCod
100500,G13-V-PRE-100500.spop,., 1.64,G13,Tr 21,1029.96,Vertical,DVB-S2 8PSK,R5/6,7.2,.,15.3,.,16.6,.,13.3,.,1,.,4120.04,0.09,.,30000,Pass,Green,3.7,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:36:10,.,ModCod
100500,G13-V-PRE-100500.spop,., 1.64,G13,Tr 23,989.972,Vertical,DVB-S2 8PSK,R5/6,7.2,.,15.3,.,16.6,.,13.3,.,1,.,4160.03,-0.02,.,30000,Pass,Green,3.7,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:36:10,.,ModCod
100500,SES11-H-PRE-100500.spop,., 1.64,SES11,Tr 2,1409.9679999999998,Horizontal,DVB-S2 8PSK,R5/6,7.8,.,15.9,.,17.2,.,13.9,.,1,.,3740.03,0.01,.,30000,Pass,Green,4.3,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:17:13,.,ModCod
100500,SES11-H-PRE-100500.spop,., 1.64,SES11,Tr 4,1370.06,Horizontal,DVB-S2 8PSK,R3/4,7.9,.,14.5,.,15.8,.,12.9,.,1,.,3779.94,-0.09,.,30000,Pass,Green,4.4,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,0.0,.,.,NE Continent US,01/18/2021,.,11:17:13,.,ModCod
